"Symbol","Name","Entrez.ID","Ensembl.ID"
"SYT13","synaptotagmin 13","57586","ENSG00000019505.7"
"SNAI2","snail family transcriptional repressor 2","6591","ENSG00000019549.8"
"CD74","CD74 molecule","972","ENSG00000019582.14"
"HGF","hepatocyte growth factor","3082","ENSG00000019991.15"
"ZRANB1","zinc finger RANBP2-type containing 1","54764","ENSG00000019995.6"
"NCDN","neurochondrin","23154","ENSG00000020129.15"
"ADGRA2","adhesion G protein-coupled receptor A2","25960","ENSG00000020181.17"
"CCT8L1P","chaperonin containing TCP1 subunit 8 like 1, pseudogene","155100","ENSG00000020219.9"
"ZFP64","ZFP64 zinc finger protein","55734","ENSG00000020256.19"
"MNAT1","MNAT1, CDK activating kinase assembly factor","4331","ENSG00000020426.10"
"SAMD4A","sterile alpha motif domain containing 4A","23034","ENSG00000020577.13"
"RUNX3","runt related transcription factor 3","864","ENSG00000020633.18"
"MRE11","MRE11 homolog, double strand break repair nuclease","4361","ENSG00000020922.12"
"PLEKHB1","pleckstrin homology domain containing B1","58473","ENSG00000021300.13"
"SERPINB1","serpin family B member 1","1992","ENSG00000021355.12"
"CYP3A43","cytochrome P450 family 3 subfamily A member 43","64816","ENSG00000021461.16"
"SLC7A9","solute carrier family 7 member 9","11136","ENSG00000021488.12"
"SPAST","spastin","6683","ENSG00000021574.11"
"NRXN3","neurexin 3","9369","ENSG00000021645.18"
"OSBPL5","oxysterol binding protein like 5","114879","ENSG00000021762.19"
"AQR","aquarius intron-binding spliceosomal factor","9716","ENSG00000021776.10"
"CPS1","carbamoyl-phosphate synthase 1","1373","ENSG00000021826.14"
"C8B","complement C8 beta chain","732","ENSG00000021852.12"
"FHL1","four and a half LIM domains 1","2273","ENSG00000022267.16"
"RTF2","replication termination factor 2","51507","ENSG00000022277.12"
"GABRA1","gamma-aminobutyric acid type A receptor alpha1 subunit","2554","ENSG00000022355.16"
"NLRP2","NLR family pyrin domain containing 2","55655","ENSG00000022556.15"
"SLC45A4","solute carrier family 45 member 4","57210","ENSG00000022567.9"
"RNF10","ring finger protein 10","9921","ENSG00000022840.15"
"ZNF839","zinc finger protein 839","55778","ENSG00000022976.15"
"ZDHHC6","zinc finger DHHC-type containing 6","64429","ENSG00000023041.11"
"GRAMD1B","GRAM domain containing 1B","57476","ENSG00000023171.15"
"RNH1","ribonuclease/angiogenin inhibitor 1","6050","ENSG00000023191.16"
"NDUFS1","NADH:ubiquinone oxidoreductase core subunit S1","4719","ENSG00000023228.13"
"RB1CC1","RB1 inducible coiled-coil 1","9821","ENSG00000023287.12"
"ERP44","endoplasmic reticulum protein 44","23071","ENSG00000023318.7"
"ALAS1","5'-aminolevulinate synthase 1","211","ENSG00000023330.14"
"BIRC3","baculoviral IAP repeat containing 3","330","ENSG00000023445.13"
"AKAP11","A-kinase anchoring protein 11","11215","ENSG00000023516.8"
"GLRX2","glutaredoxin 2","51022","ENSG00000023572.8"
"SNAPC1","small nuclear RNA activating complex polypeptide 1","6617","ENSG00000023608.4"
"DERA","deoxyribose-phosphate aldolase","51071","ENSG00000023697.12"
"STRAP","serine/threonine kinase receptor associated protein","11171","ENSG00000023734.10"
"ABCC2","ATP binding cassette subfamily C member 2","1244","ENSG00000023839.10"
"DEF6","DEF6, guanine nucleotide exchange factor","50619","ENSG00000023892.10"
"PLEKHO1","pleckstrin homology domain containing O1","51177","ENSG00000023902.13"
"GCLM","glutamate-cysteine ligase modifier subunit","2730","ENSG00000023909.9"
"UBR2","ubiquitin protein ligase E3 component n-recognin 2","23304","ENSG00000024048.10"
"EHD2","EH domain containing 2","30846","ENSG00000024422.11"
"DEPDC1","DEP domain containing 1","55635","ENSG00000024526.16"
"CCDC28A","coiled-coil domain containing 28A","25901","ENSG00000024862.17"
"RRAGD","Ras related GTP binding D","58528","ENSG00000025039.14"
"HSF2","heat shock transcription factor 2","3298","ENSG00000025156.12"
"PHF20","PHD finger protein 20","51230","ENSG00000025293.16"
"HSD17B6","hydroxysteroid 17-beta dehydrogenase 6","8630","ENSG00000025423.11"
"NR1H3","nuclear receptor subfamily 1 group H member 3","10062","ENSG00000025434.18"
"TYMP","thymidine phosphorylase","1890","ENSG00000025708.13"
"NCAPH2","non-SMC condensin II complex subunit H2","29781","ENSG00000025770.18"
"TOMM34","translocase of outer mitochondrial membrane 34","10953","ENSG00000025772.7"
"SEC63","SEC63 homolog, protein translocation regulator","11231","ENSG00000025796.13"
"KPNA6","karyopherin subunit alpha 6","23633","ENSG00000025800.13"
"VIM","vimentin","7431","ENSG00000026025.14"
"RTEL1-TNFRSF6B","RTEL1-TNFRSF6B readthrough (NMD candidate)","100533107","ENSG00000026036.21"
"FAS","Fas cell surface death receptor","355","ENSG00000026103.20"
"RNASET2","ribonuclease T2","8635","ENSG00000026297.15"
"CD44","CD44 molecule (Indian blood group)","960","ENSG00000026508.16"
"KCNG1","potassium voltage-gated channel modifier subfamily G member 1","3755","ENSG00000026559.13"
"AGPAT4","1-acylglycerol-3-phosphate O-acyltransferase 4","56895","ENSG00000026652.13"
"SLAMF7","SLAM family member 7","57823","ENSG00000026751.16"
"BTN3A1","butyrophilin subfamily 3 member A1","11119","ENSG00000026950.16"
"MIPEP","mitochondrial intermediate peptidase","4285","ENSG00000027001.9"
"PRKCH","protein kinase C eta","5583","ENSG00000027075.13"
"INSRR","insulin receptor related receptor","3645","ENSG00000027644.4"
"IFNGR1","interferon gamma receptor 1","3459","ENSG00000027697.13"
"B4GALT7","beta-1,4-galactosyltransferase 7","11285","ENSG00000027847.13"
"SH2D2A","SH2 domain containing 2A","9047","ENSG00000027869.11"
"VRK2","VRK serine/threonine kinase 2","7444","ENSG00000028116.16"
"TNFRSF1B","TNF receptor superfamily member 1B","7133","ENSG00000028137.17"
"VEZT","vezatin, adherens junctions transmembrane protein","55591","ENSG00000028203.17"
"","","0","ENSG00000028277.21"
"BRD9","bromodomain containing 9","65980","ENSG00000028310.17"
"SNX1","sorting nexin 1","6642","ENSG00000028528.14"
"TBPL1","TATA-box binding protein like 1","9519","ENSG00000028839.9"
"ARNTL2","aryl hydrocarbon receptor nuclear translocator like 2","56938","ENSG00000029153.14"
"BCLAF1","BCL2 associated transcription factor 1","9774","ENSG00000029363.15"
"","","0","ENSG00000029364.11"
"ANK1","ankyrin 1","286","ENSG00000029534.19"
"IBSP","integrin binding sialoprotein","3381","ENSG00000029559.6"
"TFB1M","transcription factor B1, mitochondrial","51106","ENSG00000029639.10"
"","","0","ENSG00000029725.16"
"HMGB3","high mobility group box 3","3149","ENSG00000029993.14"
"NUP160","nucleoporin 160","23279","ENSG00000030066.13"
"BAK1","BCL2 antagonist/killer 1","578","ENSG00000030110.12"
"MUSK","muscle associated receptor tyrosine kinase","4593","ENSG00000030304.13"
"IKZF2","IKAROS family zinc finger 2","22807","ENSG00000030419.16"
"GRN","granulin precursor","2896","ENSG00000030582.16"
"FAM13B","family with sequence similarity 13 member B","51306","ENSG00000031003.10"
"ARHGAP31","Rho GTPase activating protein 31","57514","ENSG00000031081.10"
"CENPQ","centromere protein Q","55166","ENSG00000031691.6"
"SARS","seryl-tRNA synthetase","6301","ENSG00000031698.12"
"","","0","ENSG00000031823.14"
"ARID4A","AT-rich interaction domain 4A","5926","ENSG00000032219.18"
"EIPR1","EARP complex and GARP complex interacting protein 1","7260","ENSG00000032389.12"
"","","0","ENSG00000032444.15"
"IFT88","intraflagellar transport 88","8100","ENSG00000032742.17"
"ALG1","ALG1, chitobiosyldiphosphodolichol beta-mannosyltransferase","56052","ENSG00000033011.11"
"","","0","ENSG00000033030.13"
"ABCF2","ATP binding cassette subfamily F member 2","10061","ENSG00000033050.7"
"CHPF2","chondroitin polymerizing factor 2","54480","ENSG00000033100.15"
"LRRC7","leucine rich repeat containing 7","57554","ENSG00000033122.18"
"FUT8","fucosyltransferase 8","2530","ENSG00000033170.16"
"UBA6","ubiquitin like modifier activating enzyme 6","55236","ENSG00000033178.12"
"GAB2","GRB2 associated binding protein 2","9846","ENSG00000033327.12"
"ATP6V0A1","ATPase H+ transporting V0 subunit a1","535","ENSG00000033627.15"
"PIAS1","protein inhibitor of activated STAT 1","8554","ENSG00000033800.13"
"SLC4A7","solute carrier family 4 member 7","9497","ENSG00000033867.16"
"APBA2","amyloid beta precursor protein binding family A member 2","321","ENSG00000034053.14"
"MAP2K3","mitogen-activated protein kinase kinase 3","5606","ENSG00000034152.18"
"EFCAB1","EF-hand calcium binding domain 1","79645","ENSG00000034239.10"
"TMSB10","thymosin beta 10","9168","ENSG00000034510.5"
"ASTE1","asteroid homolog 1","28990","ENSG00000034533.11"
"RNF19A","ring finger protein 19A, RBR E3 ubiquitin protein ligase","25897","ENSG00000034677.12"
"PEX3","peroxisomal biogenesis factor 3","8504","ENSG00000034693.14"
"GABARAPL2","GABA type A receptor associated protein like 2","11345","ENSG00000034713.7"
"MYOC","myocilin","4653","ENSG00000034971.15"
"SH3YL1","SH3 and SYLF domain containing 1","26751","ENSG00000035115.21"
"FAM136A","family with sequence similarity 136 member A","84908","ENSG00000035141.7"
"VCL","vinculin","7414","ENSG00000035403.16"
"DEPDC1B","DEP domain containing 1B","55789","ENSG00000035499.12"
"DAPK2","death associated protein kinase 2","23604","ENSG00000035664.11"
"NSMAF","neutral sphingomyelinase activation associated factor","8439","ENSG00000035681.7"
"ADSS","adenylosuccinate synthase","159","ENSG00000035687.9"
"STAP1","signal transducing adaptor family member 1","26228","ENSG00000035720.7"
"TIMP2","TIMP metallopeptidase inhibitor 2","7077","ENSG00000035862.12"
"RFC1","replication factor C subunit 1","5981","ENSG00000035928.14"
"TBC1D23","TBC1 domain family member 23","55773","ENSG00000036054.12"
"CUL3","cullin 3","8452","ENSG00000036257.12"
"MYOM2","myomesin 2","9172","ENSG00000036448.9"
"OTC","ornithine carbamoyltransferase","5009","ENSG00000036473.6"
"CYP46A1","cytochrome P450 family 46 subfamily A member 1","10858","ENSG00000036530.8"
"ZZZ3","zinc finger ZZ-type containing 3","26009","ENSG00000036549.12"
"SLC18A1","solute carrier family 18 member A1","6570","ENSG00000036565.14"
"","","0","ENSG00000036672.15"
"CASR","calcium sensing receptor","846","ENSG00000036828.14"
"TUBG2","tubulin gamma 2","27175","ENSG00000037042.8"
"RPL26L1","ribosomal protein L26 like 1","51121","ENSG00000037241.7"
"FLT4","fms related tyrosine kinase 4","2324","ENSG00000037280.15"
"NSUN2","NOP2/Sun RNA methyltransferase family member 2","54888","ENSG00000037474.14"
"FBXO42","F-box protein 42","54455","ENSG00000037637.10"
"MFAP3","microfibril associated protein 3","4238","ENSG00000037749.11"
"","","0","ENSG00000037757.13"
"METTL1","methyltransferase like 1","4234","ENSG00000037897.16"
"","","0","ENSG00000037965.5"
"AGA","aspartylglucosaminidase","175","ENSG00000038002.8"
"PI4K2B","phosphatidylinositol 4-kinase type 2 beta","55300","ENSG00000038210.12"
"BOD1L1","biorientation of chromosomes in cell division 1 like 1","259282","ENSG00000038219.12"
"MAT2B","methionine adenosyltransferase 2B","27430","ENSG00000038274.16"
"TLL1","tolloid like 1","7092","ENSG00000038295.7"
"EDC4","enhancer of mRNA decapping 4","23644","ENSG00000038358.14"
"TRIO","trio Rho guanine nucleotide exchange factor","7204","ENSG00000038382.17"
"VCAN","versican","1462","ENSG00000038427.15"
"CLEC16A","C-type lectin domain containing 16A","23274","ENSG00000038532.14"
"MSR1","macrophage scavenger receptor 1",NA,"ENSG00000038945.14"
"CDH1","cadherin 1","999","ENSG00000039068.18"
"MTREX","Mtr4 exosome RNA helicase","23517","ENSG00000039123.15"
"DNAH5","dynein axonemal heavy chain 5","1767","ENSG00000039139.9"
"ZFYVE16","zinc finger FYVE-type containing 16","9765","ENSG00000039319.16"
"RIPOR1","RHO family interacting cell polarization regulator 1","79567","ENSG00000039523.18"
"C6","complement C6","729","ENSG00000039537.13"
"RAI14","retinoic acid induced 14","26064","ENSG00000039560.13"
"SOX30","SRY-box 30","11063","ENSG00000039600.10"
"","","0","ENSG00000039650.10"
"BEST2","bestrophin 2","54831","ENSG00000039987.6"
"PHLPP2","PH domain and leucine rich repeat protein phosphatase 2","23035","ENSG00000040199.18"
"SPDL1","spindle apparatus coiled-coil protein 1","54908","ENSG00000040275.16"
"STAU2","staufen double-stranded RNA binding protein 2","27067","ENSG00000040341.17"
"PQLC2","PQ loop repeat containing 2","54896","ENSG00000040487.12"
"CTNS","cystinosin, lysosomal cystine transporter","1497","ENSG00000040531.14"
"RTN4R","reticulon 4 receptor","65078","ENSG00000040608.13"
"PHF23","PHD finger protein 23","79142","ENSG00000040633.12"
"CDH10","cadherin 10","1008","ENSG00000040731.10"
"INPP4A","inositol polyphosphate-4-phosphatase type I A","3631","ENSG00000040933.15"
"RAB27B","RAB27B, member RAS oncogene family","5874","ENSG00000041353.9"
"PSMA4","proteasome subunit alpha 4","5685","ENSG00000041357.15"
"MYO16","myosin XVI","23026","ENSG00000041515.15"
"LSG1","large 60S subunit nuclear export GTPase 1","55341","ENSG00000041802.10"
"PARP3","poly(ADP-ribose) polymerase family member 3","10039","ENSG00000041880.14"
"TNC","tenascin C","3371","ENSG00000041982.15"
"THAP3","THAP domain containing 3","90326","ENSG00000041988.15"
"RIPOR3","RIPOR family member 3","140876","ENSG00000042062.11"
"","","0","ENSG00000042088.13"
"AIFM2","apoptosis inducing factor, mitochondria associated 2","84883","ENSG00000042286.14"
"C2orf83","chromosome 2 open reading frame 83","56918","ENSG00000042304.10"
"","","0","ENSG00000042317.16"
"MED17","mediator complex subunit 17","9440","ENSG00000042429.10"
"RETSAT","retinol saturase","54884","ENSG00000042445.13"
"CAPG","capping actin protein, gelsolin like","822","ENSG00000042493.15"
"AP2S1","adaptor related protein complex 2 subunit sigma 1","1175","ENSG00000042753.11"
"USH2A","usherin","7399","ENSG00000042781.12"
"ZPBP","zona pellucida binding protein","11055","ENSG00000042813.7"
"TG","thyroglobulin","7038","ENSG00000042832.11"
"ADAM28","ADAM metallopeptidase domain 28","10863","ENSG00000042980.12"
"BARX2","BARX homeobox 2","8538","ENSG00000043039.6"
"DCUN1D1","defective in cullin neddylation 1 domain containing 1","54165","ENSG00000043093.13"
"JADE2","jade family PHD finger 2","23338","ENSG00000043143.20"
"ZIC2","Zic family member 2","7546","ENSG00000043355.11"
"LCP2","lymphocyte cytosolic protein 2","3937","ENSG00000043462.11"
"TRIT1","tRNA isopentenyltransferase 1","54802","ENSG00000043514.15"
"ADRB1","adrenoceptor beta 1","153","ENSG00000043591.5"
"GUCA2B","guanylate cyclase activator 2B","2981","ENSG00000044012.3"
"CUL7","cullin 7","9820","ENSG00000044090.8"
"CTNNA1","catenin alpha 1","1495","ENSG00000044115.20"
"PHKA2","phosphorylase kinase regulatory subunit alpha 2","5256","ENSG00000044446.11"
"CNTLN","centlein","54875","ENSG00000044459.14"
"EPHA3","EPH receptor A3","2042","ENSG00000044524.10"
"HSPA5","heat shock protein family A (Hsp70) member 5","3309","ENSG00000044574.7"
"","","0","ENSG00000046604.12"
"GEMIN8","gem nuclear organelle associated protein 8","54960","ENSG00000046647.13"
"OFD1","OFD1, centriole and centriolar satellite protein","8481","ENSG00000046651.14"
"GPM6B","glycoprotein M6B","2824","ENSG00000046653.14"
"MAGEC2","MAGE family member C2","51438","ENSG00000046774.9"
"PREX2","phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2","80243","ENSG00000046889.18"
"WDR37","WD repeat domain 37","22884","ENSG00000047056.14"
"YTHDC2","YTH domain containing 2","64848","ENSG00000047188.15"
"CTPS2","CTP synthase 2","56474","ENSG00000047230.14"
"ATP6V1H","ATPase H+ transporting V1 subunit H","51606","ENSG00000047249.16"
"POLR2B","RNA polymerase II subunit B","5431","ENSG00000047315.14"
"FAM214A","family with sequence similarity 214 member A","56204","ENSG00000047346.12"
"ARAP2","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2","116984","ENSG00000047365.11"
"TPR","translocated promoter region, nuclear basket protein","7175","ENSG00000047410.13"
"CP","ceruloplasmin","1356","ENSG00000047457.13"
"KIAA0556","KIAA0556","23247","ENSG00000047578.12"
"DTNBP1","dystrobrevin binding protein 1","84062","ENSG00000047579.19"
"XK","X-linked Kx blood group","7504","ENSG00000047597.5"
"ANO2","anoctamin 2","57101","ENSG00000047617.14"
"C12orf4","chromosome 12 open reading frame 4","57102","ENSG00000047621.11"
"SCML1","Scm polycomb group protein like 1","6322","ENSG00000047634.14"
"WWC3","WWC family member 3","55841","ENSG00000047644.18"
"ARHGAP6","Rho GTPase activating protein 6","395","ENSG00000047648.21"
"FAM184B","family with sequence similarity 184 member B","27146","ENSG00000047662.4"
"MAP4","microtubule associated protein 4","4134","ENSG00000047849.21"
"GOPC","golgi associated PDZ and coiled-coil motif containing","57120","ENSG00000047932.13"
"ROS1","ROS proto-oncogene 1, receptor tyrosine kinase","6098","ENSG00000047936.10"
"USP28","ubiquitin specific peptidase 28","57646","ENSG00000048028.11"
"HDAC9","histone deacetylase 9","9734","ENSG00000048052.21"
"TSPAN17","tetraspanin 17","26262","ENSG00000048140.17"
"NOP16","NOP16 nucleolar protein","51491","ENSG00000048162.20"
"CC2D2A","coiled-coil and C2 domain containing 2A","57545","ENSG00000048342.15"
"RRM2B","ribonucleotide reductase regulatory TP53 inducible subunit M2B","50484","ENSG00000048392.11"
"ZNF800","zinc finger protein 800","168850","ENSG00000048405.9"
"TNFRSF17","TNF receptor superfamily member 17","608","ENSG00000048462.10"
"SNX29","sorting nexin 29","92017","ENSG00000048471.13"
"LMO3","LIM domain only 3","55885","ENSG00000048540.14"
"MRPS10","mitochondrial ribosomal protein S10","55173","ENSG00000048544.5"
"GUCA1A","guanylate cyclase activator 1A","2978","ENSG00000048545.13"
"RSF1","remodeling and spacing factor 1","51773","ENSG00000048649.13"
"VPS13D","vacuolar protein sorting 13 homolog D","55187","ENSG00000048707.13"
"CELF2","CUGBP Elav-like family member 2","10659","ENSG00000048740.18"
"FAM120A","family with sequence similarity 120A","23196","ENSG00000048828.16"
"R3HDM1","R3H domain containing 1","23518","ENSG00000048991.16"
